RMS,MAV,VAR,ZC,SSC,Label
0.094498254973979,0.0750739581130233,0.0089299201931271,50.0,54.0,0.0
0.0937236798288836,0.0741782472797576,0.008784128160667,50.0,55.0,0.0
0.0936081810556265,0.0742010049107009,0.0087624915605429,49.0,53.0,0.0
0.0934720754062012,0.0740377132284225,0.0087370288807425,50.0,54.0,0.0
0.0942128869828938,0.0743885158549019,0.0088760680736515,50.0,53.0,0.0
0.0948960600471369,0.0752552779446283,0.0090052622124698,49.0,54.0,0.0
0.0949784719351165,0.0754769612036634,0.0090209101311297,49.0,54.0,0.0
0.0943528323989654,0.0747664957114912,0.0089024569817072,49.0,53.0,0.0
0.0940228170280896,0.0743495297308566,0.0088402901218976,49.0,55.0,0.0
0.0946412176733642,0.0751032039989331,0.0089569600826971,49.0,55.0,0.0
0.0943956930495571,0.0749726410550985,0.0089105468663062,49.0,54.0,0.0
0.0942019619602202,0.0746957360233934,0.0088740096371547,50.0,54.0,0.0
0.0938344428127473,0.0741110870529037,0.0088049026579787,50.0,54.0,0.0
0.0936188713250063,0.0739226738993744,0.008764493068168,50.0,54.0,0.0
0.0935455092145621,0.0735708708227948,0.0087507622942117,50.0,53.0,0.0
0.0940629637835986,0.0742661185423547,0.0088478411557545,49.0,53.0,0.0
0.0946944359989845,0.0750483167031432,0.0089670362091657,49.0,53.0,0.0
0.0945448741990552,0.0750535852737238,0.0089387332373151,49.0,54.0,0.0
0.0942094790545814,0.0746890739082837,0.0088754259437356,50.0,54.0,0.0
0.0937866842050239,0.0740008516861247,0.0087959421341728,50.0,56.0,0.0
0.093755237298303,0.074081547334742,0.0087900445208611,49.0,57.0,0.0
0.0935857783285261,0.0736943951332248,0.008758297905356,50.0,56.0,0.0
0.094090177313131,0.0739869482245643,0.0088529614668164,50.0,56.0,0.0
0.0944864855981532,0.0744727600234046,0.00892769596069,49.0,56.0,0.0
0.0945066907751548,0.0746040095001238,0.0089315146012707,49.0,56.0,0.0
0.0943953600149987,0.0743415737105556,0.0089104839923612,50.0,55.0,0.0
0.0949343837269692,0.0751972971204813,0.0090125372136194,49.0,55.0,0.0
